votes_per_item;method;accuracy_conf;accuracy_conf_std;accuracy_prob_conf;accuracy_prob_conf_std;precision_conf;precision_std;recall_conf;recall_conf_std;accuracy;accuracy_std;accuracy_prob;accuracy_prob_std;votes_per_worker_mean;votes_per_worker_std
All;mcmc;;;;;;;;;0.76;0.02;0.75875;0.01566245511;6.632653061;4.96187044
All;mv_f;;;;;;;;;0.779;0.03753664876;0.7183085673;0.02243218567;6.632653061;4.96187044
All;mcmc_conf;0.8274025974;0.026856832;0.7844034091;0.02459597103;0.8465547381;0.07951200169;0.477816092;0.05731023417;0.7785;0.03741991448;0.779;0.03753664876;6.632653061;4.96187044
All;truth_finder_f;;;;;;;;;0.781;0.03858756276;0.7809955525;0.03857513858;6.632653061;4.96187044
All;inv;;;;;;;;;0.8;0;;;6.632653061;4.96187044
All;D&S_f;;;;;;;;;0.816;0.06359245238;0.7879709217;0.05636330352;6.632653061;4.96187044
All;sums;;;;;;;;;0.75;0;;;6.632653061;4.96187044
All;D&S;;;;;;;;;0.85;0;0.8518271703;0;6.632653061;4.96187044
All;inv_f;;;;;;;;;0.804;0.04673328578;;;6.632653061;4.96187044
All;avlog_f;;;;;;;;;0.78;0.03741657387;;;6.632653061;4.96187044
All;mv;;;;;;;;;0.75;0;0.65;0;6.632653061;4.96187044
All;sums_f;;;;;;;;;0.779;0.03753664876;;;6.632653061;4.96187044
All;pinv;;;;;;;;;0.8;0;;;6.632653061;4.96187044
All;pinv_f;;;;;;;;;0.807;0.04473253849;;;6.632653061;4.96187044
All;mcmc_f;;;;;;;;;0.779;0.03753664876;0.7785;0.03741991448;6.632653061;4.96187044
